ACSN,WCT-56,WCT-57,WCT-58,WCT-59,WCT-60,WCT-61,WCT-62,WCT-63,WCT-64,WCT-65,WCT-rib38,FIF-6L,FIF-6S,FIF-6ST,FIF-8D,FIF-8L,FIF-27L,FIF-30L,FIF-31,FIF-32,FIF-33,FIF-34,FIF-35,FIF-36,FIF-WR,FIF-737FC,FIF-SAL,FIF-SAR,AIF-9,AIF-12,AIF-13,AIF-14,W-1,W-2,W-3,W-4,W-5,W-6,W-7,W-8,W-9,W-10,W-11,W-12,W-13,W-14,W-15,W-16,W-17,W-18,W-19,W-20,W-21,W-22,W-23,W-24,W-25,W-26,W-27,W-28,W-29,W-32,W-33,W-34,W-35,W-41,W-42,W-43,W-44,W-45,W-46,W-47,WSA-1 LH,WSA-2 LH,WSA-3 LH,WSA-4 LH,WSA-5 LH,WSA-6 LH,WSA-7 LH,WSA-1 RH,WSA-2 RH,WSA-3 RH,WSA-4 RH,WSA-5 RH,WSA-6 RH,WSA-7 RH,PP-11,PP-21,WCT-1,WCT-2,WCT-3,WCT-4,WCT-5,WCT-6a,WCT-6b,WCT-6c,WCT-6d,WCT-8,WCT-9,WCT-10,WCT-11,WCT-12,WCT-13,WCT-14,WCT-15,WCT-16,WCT-17,WCT-18_BORE,WCT-19,WCT-20,WCT-21,WCT-22,WCT-23,WCT-24,WCT-25,WCT-26,WCT-27,WCT-28,WCT-29,WCT-30,WCT-31,WCT-32,WCT-34,WCT-38,WCT-40,WCT-46,WCT-47,WCT-48,WCT-49,WCT-50,WCT-51,WCT-53,WCT-54,WCT-55,AIF-18,AIF-21,AIF-36,AIF-38,AIF-51,AF-1,AF-2,AF-3,AF-4,AF-5,AF-6,AF-7L,AF-7U,HS-1LL,HS-1UL,HS-2LL,HS-2UL,HS-4LL,HS-6LL,HS-6UL,HS-9LL,HS-9UL,HS-10LL,HS-1LR,HS-1UR,HS-2LR,HS-2UR,HS-4LR,HS-6LR,HS-6UR,HS-9LR,HS-9UR,HS-10LR,VS-1,VS-2,VS-4,VS-5,VS-6,NAC-1,NAC-2,NAC-3,NAC-4,NAC-5,NAC-6,NAC-7,NAC-8,NAC-BOLT,F2-48,FDH-9,WSAU,H893,ST8,FIF-36L,Midspar,5-130,1-30,1-7,FIF-3T,LE_Tab,WCTDrainHole,Yf704_skin,LS088,DL_OML,HellHole,Yf911_DLRunout,Nacelle_Hangar_Beam,Xrs274_Access,DLR_StrapCover,FingerDoubler,Yf 786 Stringer Runout,F3-43
B1B820001,1895.6621621621616,4079.0405405405395,4079.0405405405395,861.1081081081079,4079.0405405405395,595.8378378378378,1781.3918918918919,777.4459459459458,1722.2162162162158,777.4459459459458,248.9459459459459,330.23229461756375,511.60339943342785,167.68271954674222,391.83002832861195,862.3682719546742,814.4589235127479,862.3682719546742,978.7195467422097,273.7677053824363,265.21246458923514,314.83286118980175,282.3229461756374,239.54674220963173,88.97450424929178,177.94900849858357,32.50991501416431,32.50991501416431,665.5185185185185,604.0,1351.010582010582,1134.4973544973543,604.0,513.4,1052.772,1975.6565454545455,624.3712727272726,822.6205454545454,1462.942909090909,1175.8232727272728,1852.6052727272724,690.4543636363635,597.0265454545454,756.5374545454545,560.566909090909,622.0925454545454,501.31999999999994,391.94109090909086,394.21981818181814,17601.10909090909,1323.3090909090909,1229.9636363636364,1172.3090909090909,3807.945454545454,447.50909090909084,439.27272727272725,724.8000000000001,5488.163636363635,565.5636363636363,774.2181818181817,897.7636363636362,5488.163636363635,1301.3454545454545,10158.181818181818,4667.272727272727,772.4885454545454,501.31999999999994,444.3518181818182,487.64763636363637,537.7796363636363,526.386,464.8603636363636,371.9942238267148,330.12851985559564,856.0664259927797,1137.3516245487365,655.4599277978339,604.0,668.5429602888087,371.9942238267148,330.12851985559564,856.0664259927797,1137.3516245487365,655.4599277978339,604.0,668.5429602888087,152.63537906137185,95.94223826714803,1236.7619047619046,942.7513227513228,1128.4189189189187,421.6253838280451,4079.0405405405395,5368.662162162162,384.96469819680226,822.3378378378378,1638.5540540540537,1387.5675675675675,1548.77027027027,891.7162162162161,1201.8783783783783,718.2702702702702,1089.6486486486485,6733.783783783783,,,3625.7444043321298,,1699.7702702702702,3387.297297297297,948.8513513513514,1381.4459459459456,944.7702702702701,1493.6756756756756,4079.0405405405395,4279.013513513512,4079.0405405405395,4079.0405405405395,4079.0405405405395,12834.999999999998,650.9324324324323,4348.391891891892,1540.608108108108,1426.3378378378377,15316.297297297297,6939.878378378377,4079.0405405405395,5462.527027027026,4079.0405405405395,1575.297297297297,2515.9864864864862,420.35135135135135,1438.5810810810808,1493.6756756756756,124.63492063492063,675.1058201058199,893.2169312169311,406.66137566137564,617.695618754804,522.5804676753783,230.55020632737273,1855.617606602476,830.3961485557084,277.4910591471802,154.53094910591471,3362.709766162311,5067.9504814305365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4078.208,604.0,475.952,482.3946666666667,10325.178666666669,286.65622032288695,286.65622032288695,1018.4254510921177,286.65622032288695,286.65622032288695,1407.4517133956388,7496.373831775702,286.65622032288695,1578.6791277258567,107.07272727272726,241.96072907569655,243.88915495206177,169.9206383345433,230.61818181818177,116.6503237994576,175.7090909090909,683.581081081081,595.8378378378378,642.7702702702702,65.76603861481546,272.58866946502513,681.0654472259679,169.39376770538243,162.992316072515,368.3145602510458,427.76203966005664,166.4388029120443,79.89417989417989,111.50839038040783,171.10481586402267,214.25675675675674,175.7178059415466,324.826323351269
B1B830065,80954.81756756754,174196.64189189186,174196.64189189186,36773.87837837837,174196.64189189186,25445.43243243243,76074.87162162161,33201.060810810806,73547.75675675675,33201.060810810806,10631.31081081081,3027.7365439093487,6208.7762039660065,3947.5552407932014,2414.5240793201137,4522.441926345608,4867.373937677054,19316.19263456091,7818.458923512749,6477.056657223796,5672.215297450425,5097.328611898017,4407.464589235127,3372.6685552407935,1954.6147308781872,8516.839700793202,728.1898016997168,728.1898016997168,147585.34259259258,212639.0,299600.01719576714,251586.0582010582,7335.0,19500.699999999997,39987.906,75042.23918181818,23715.77109090909,31245.96118181818,55567.609636363624,44661.81709090909,70368.32809090907,26225.834454545453,22677.124181818177,28735.897818181813,21292.261636363633,23629.217181818178,19041.86,14887.272363636363,14973.82627272727,668550.7363636362,50263.83636363636,46718.25454545454,44528.33636363636,144638.8818181818,16997.936363636363,16685.090909090908,27530.4,208459.35454545452,21482.054545454546,29407.47272727272,34100.15454545454,208459.35454545452,515152.1818181818,385842.72727272724,177279.09090909088,29341.77518181818,19041.86,16878.012272727272,18522.536545454543,20426.722545454544,19993.953,17656.997454545453,63888.160288808656,56697.93357400722,147025.15667870035,195334.49241877254,112571.9870036101,103734.0,114818.93285198556,63889.39205776173,56699.026714801446,147027.99133574008,195338.2584837545,112574.15740072202,103735.99999999999,114821.14657039712,26214.873646209388,16477.92057761733,15019.285714285714,331896.8518518519,48189.46621621621,91101.09928352099,174196.64189189186,229270.31756756754,16440.032161073377,35118.182432432426,69974.93918918919,59256.48648648648,66140.69594594593,38081.00675675675,51326.57432432432,30673.945945945943,46533.770270270266,287568.2432432432,,,622703.5927797834,,72589.19594594593,144655.54054054053,40520.97972972973,58995.0608108108,40346.69594594594,63787.86486486485,174196.64189189186,182736.54729729728,174196.64189189186,174196.64189189186,174196.64189189186,548122.4999999999,27798.26351351351,185699.3716216216,65792.12837837836,60912.182432432426,654087.0405405405,296369.57432432426,174196.64189189186,233278.84459459456,174196.64189189186,67273.54054054053,107445.95270270269,17951.229729729726,61435.03378378378,63787.86486486485,27639.031746031746,149711.42195767193,198079.7275132275,90181.19973544973,582335.6126056879,1280.327372764787,2015.3301237964235,8108.740027510317,32008.18431911967,7847.932599724898,5322.842503438791,95965.27854195323,144629.5735900963,42496.60708702449,8675.747967479674,121286.61281917665,23438.146341463416,451213.97524752474,67402.0260552371,9129.975609756097,78558.54273058883,11946.18699186992,119388.61620635746,42510.00156331422,8628.644986449865,121324.84106305365,23310.89430894309,451356.19306930696,67423.27045336112,9080.40650406504,78583.30354351224,11881.327913279132,119426.24622199062,1272225.344,188422.0,133905.23466666666,150486.37066666668,3221011.282666667,252367.10565052234,252367.10565052234,896603.8941120609,252367.10565052234,252367.10565052234,154766.09345794393,824315.6635514019,252367.10565052234,173594.58878504674,4066.990909090909,9190.50173254078,9263.749988261921,3806.0535033576753,8759.672727272726,2612.851375302751,6674.036363636364,29192.53378378378,25445.43243243243,27449.695945945943,1473.0939344699307,10353.856382229482,29085.102890308965,3794.2521246458923,3650.865967127575,8249.880274232448,9581.444759206799,3728.0638486706084,17717.32804232804,4235.472669051848,3832.5779036827194,9149.898648648648,3935.9042989787813,12338.02236808744
B1B830066,79611.53378378377,171306.19594594595,171306.19594594595,36163.68918918919,171306.19594594595,25023.216216216217,74812.56081081081,32650.155405405403,72327.37837837837,32650.155405405403,10454.905405405405,3404.1614730878186,6980.685552407932,4438.337110481586,2714.71104815864,5084.696883852691,5472.512747875354,21717.68838526912,8790.492917847025,7282.320113314447,6377.4164305949,5731.056657223796,4955.42492917847,3791.9773371104816,2197.623229461756,9575.700250481586,818.7223796033994,818.7223796033994,147453.12037037036,213296.0,299331.6044973545,251360.66137566135,6639.0,18450.1,37833.558,70999.33936363636,22438.08418181818,29562.585363636364,52573.90527272727,42255.66218181818,66577.23518181816,24812.917909090906,21455.394363636362,27187.751636363635,20145.14127272727,22356.19336363636,18015.98,14085.220727272726,14167.111545454543,632532.5727272726,47555.87272727273,44201.30909090909,42129.37272727272,136846.46363636362,16082.172727272726,15786.181818181816,26047.2,197228.60909090904,20324.70909090909,27823.14545454545,32263.009090909087,197228.60909090904,487398.36363636353,365055.45454545453,167728.1818181818,27760.98736363636,18015.98,15968.709545454543,17524.63509090909,19326.23309090909,18916.779,16705.72690909091,61284.200722021655,54387.03393501806,141032.6916967509,187373.0310469314,107983.76750902527,99505.99999999999,110139.1321299639,61286.04837545126,54388.67364620939,141036.94368231046,187378.68014440432,107987.02310469314,99509.0,110142.45270758122,25146.67870036101,15806.483754512637,13594.142857142855,332922.3280423281,47389.858108108114,91115.758444217,171306.19594594595,225466.0337837838,16167.242606721999,34535.46621621622,68813.84459459459,58273.24324324324,65043.22297297297,37449.12837837838,50474.91216216216,30164.972972972973,45761.63513513514,282796.62162162166,,,597323.3819494585,,71384.72297297297,142255.27027027027,39848.61486486487,58016.1554054054,39677.22297297297,62729.43243243244,171306.19594594595,179704.39864864864,171306.19594594595,171306.19594594595,171306.19594594595,539027.5,27337.006756756757,182618.0608108108,64700.439189189194,59901.46621621622,643233.7702702703,291451.91216216213,171306.19594594595,229408.0472972973,171306.19594594595,66157.27027027027,105663.10135135135,17653.364864864867,60415.641891891886,62729.43243243244,27614.26984126984,149577.29497354495,197902.2671957672,90100.40608465609,600680.3543428133,1266.4374140302614,1993.4662998624485,8020.770288858322,31660.935350756536,7762.792297111417,5265.096286107291,94924.17469050895,143060.52269601103,47434.624283480975,8049.433604336044,135379.86451276706,21746.113821138213,503644.09900990094,75234.00104220948,8470.869918699187,87686.88170922354,11083.775067750677,133261.3246482543,1381494.0,135364.0,1285026.988014591,121424.07588075881,3407301.25169359,2702876.0932777487,36867.430894308935,642873.4455445544,48239.47425474255,1135287.1485148515,1265581.376,187438.0,133205.93866666668,149700.48266666668,3204190.1306666667,302876.0265906932,302876.0265906932,1076050.7958214625,302876.0265906932,302876.0265906932,152230.81619937695,810812.2616822431,302876.0265906932,170750.87538940815,3847.881818181818,8695.363551849454,8764.665558591807,4279.243095540956,8287.745454545455,2937.695488929717,6314.472727272727,28708.141891891893,25023.216216216217,26994.222972972973,1656.237108228407,9796.042482463306,28602.493599890568,4265.974504249291,4104.761787713618,9275.550953607048,10772.662889518413,4191.5573362501755,17701.455026455027,4007.286625160815,4309.065155807365,8998.074324324325,4425.23765923322,11673.31154745471
B1B830067,79922.2466216216,171974.78040540538,171974.78040540538,36304.83108108107,171974.78040540538,25120.878378378373,75104.5439189189,32777.58445945946,72609.66216216215,32777.58445945946,10495.709459459458,3382.4532577903688,6936.169971671388,4410.033994334278,2697.399433427762,5052.271954674221,5437.6147308781865,21579.195467422094,8734.43626062323,7235.881019830028,6336.747875354108,5694.509915014165,4923.824362606232,3767.7960339943343,2183.6090651558075,9514.636354334278,813.5014164305949,813.5014164305949,147551.1851851852,213231.0,299530.6772486773,251527.8306878307,7139.0,19119.05,39205.299,73573.5805909091,23251.627545454543,30634.443590909093,54480.090818181816,43787.736545454536,68991.14304545453,25712.566227272724,22233.308090909086,28173.504909090905,20875.548818181815,23166.767590909087,18669.19,14595.912181818181,14680.772136363634,655466.4681818181,49280.11818181818,45803.92727272728,43656.86818181817,141808.1409090909,16665.268181818177,16358.545454545454,26991.6,204379.57727272724,21061.627272727274,28831.93636363636,33432.77727272727,204379.57727272724,48462.19090909091,378291.3636363636,173809.54545454544,28767.524590909085,18669.19,16547.691136363635,18160.030272727272,20026.949272727274,19602.6495,17311.430727272727,62262.84115523466,55255.53429602888,143284.82671480143,190365.16967509023,109708.14801444042,101095.0,111897.93140794225,62262.84115523466,55255.53429602888,143284.82671480143,190365.16967509023,109708.14801444042,101095.0,111897.93140794225,25547.472924187725,16058.411552346573,14617.95238095238,332820.8730158731,47574.81418918919,91275.61310133061,171974.78040540538,226345.99662162157,16230.341125135052,34670.25337837838,69082.41554054052,58500.67567567567,65297.07770270269,37595.28716216216,50671.90878378377,30282.7027027027,45940.23648648648,283900.3378378378,,,606861.9711191336,,71663.32770270269,142810.472972973,40004.13851351351,58242.58445945945,39832.0777027027,62974.25675675675,171974.78040540538,180405.76013513512,171974.78040540538,171974.78040540538,171974.78040540538,541131.25,27443.699324324323,183330.79391891888,64952.95608108108,60135.25337837837,645744.2229729729,292589.4087837837,171974.78040540538,230303.39527027027,171974.78040540538,66415.47297297297,106075.48986486485,17722.263513513513,60651.4358108108,62974.25675675675,27632.634920634926,149676.77248677248,198033.8835978836,90160.32804232805,600798.9846272098,1324.2255845942232,2084.429160935351,8386.762035763411,33105.63961485557,8117.012379642366,5505.345254470428,99255.6121045392,149588.44566712517,1432282.0,142786.0,1332268.561750912,128081.75067750679,3532564.2032308495,2802242.1933298595,38888.86991869919,666507.4653465346,50884.44173441734,1177023.8217821782,51553.186555497654,7235.4837398373975,147134.3668577384,19547.170731707316,547373.5396039604,81766.27410109431,7614.30487804878,95300.38952579467,9962.99593495935,144831.88249088064,1275013.9200000002,188835.0,134198.74000000002,150816.22000000003,3228071.3800000004,311269.7383665717,311269.7383665717,1105871.7768281102,311269.7383665717,311269.7383665717,152852.98442367604,814126.0560747666,311269.7383665717,171448.73520249224,3987.3954545454544,9010.633574668283,9082.448282014446,4251.954516205774,8588.236363636363,2918.9619104387452,6543.418181818181,28820.18581081081,25120.878378378373,27099.5777027027,1645.6753437488753,10151.220103107304,28714.125188094822,4238.770538243626,4078.5858694039594,9216.401098732294,10703.966005665723,4164.827925848738,17713.227513227514,4152.579842428003,4281.586402266289,9033.192567567567,4397.018077815456,12096.553793278303
B1B830068,80207.85135135133,172589.3378378378,172589.3378378378,36434.56756756756,172589.3378378378,25210.648648648646,75372.93243243244,32894.71621621621,72869.13513513512,32894.71621621621,10533.216216216215,26619.784702549576,41239.97733711048,13516.781869688386,11861.665722379605,69514.87818696884,65652.94050991502,69514.87818696884,78893.86968838527,22068.215297450428,21378.5835694051,25378.44759206799,22757.84702549575,19309.688385269124,7034.2436260623235,14334.025030191144,2620.600566572238,2620.600566572238,147363.87037037036,209197.0,299150.42592592596,251208.51851851848,7686.0,19262.7,39499.865999999995,74126.37190909091,23426.327454545455,30864.61390909091,54889.42418181817,44116.73345454545,69509.50445454544,25905.756272727267,22400.356909090908,28385.185090909086,21032.396181818178,23340.829909090906,18809.46,14705.577818181817,14791.075363636362,660391.2818181817,49650.38181818182,46148.07272727273,43984.88181818181,142873.60909090907,16790.481818181815,16481.454545454548,27194.399999999998,205915.1727272727,21219.872727272726,29048.563636363633,33683.972727272725,205915.1727272727,48826.30909090909,381133.63636363635,175115.45454545453,28983.667909090906,18809.46,16672.021363636362,18296.47472727273,20177.42072727273,19749.932999999997,17441.499272727273,63697.85198555956,56529.04332129964,146587.202166065,194752.63537906136,112236.6606498195,103425.0,114476.91335740073,63697.85198555956,56529.04332129964,146587.202166065,194752.63537906136,112236.6606498195,103425.0,114476.91335740073,26136.281588447655,16428.51985559567,15737.999999999996,326524.417989418,47744.82432432433,90833.74411463665,172589.3378378378,227154.8513513513,16288.340773373311,34794.148648648654,69329.28378378377,58709.72972972973,65530.418918918906,37729.63513513513,50852.98648648648,30390.918918918916,46104.4054054054,284914.86486486485,,,620848.7003610109,,71919.41891891892,143320.8108108108,40147.09459459459,58450.716216216206,39974.41891891891,63199.29729729729,172589.3378378378,181050.44594594592,172589.3378378378,172589.3378378378,172589.3378378378,543065.0,27541.770270270266,183985.9324324324,65185.06756756757,60350.148648648654,648051.8108108108,293634.98648648645,172589.3378378378,231126.39189189186,172589.3378378378,66652.81081081081,106454.55405405405,17785.594594594593,60868.17567567567,63199.29729729729,27597.555555555555,149486.75925925924,197782.4814814815,90045.87037037036,601821.6594926979,1072.8693259972492,1688.7757909215957,6794.839064649244,26821.733149931228,6576.291609353509,4460.354883081156,80415.5295735901,121194.49793672629,1362929.0,137131.0,1267758.345492444,123009.10840108401,3361512.744658676,2666553.898124023,37348.686991869916,634234.2871287127,48869.177506775064,1120030.7623762374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1273042.336,188543.0,133991.22533333334,150583.00933333335,3223079.7373333336,327727.3174264008,327727.3174264008,1164341.8751187085,327727.3174264008,327727.3174264008,150026.42990654206,799071.2523364486,327727.3174264008,168278.30841121497,4017.354545454545,9078.33450714145,9150.688790602026,13697.178872901066,8652.763636363636,9403.097624417203,6592.581818181818,28923.175675675677,25210.648648648646,27196.418918918916,5301.352463705521,10227.490773868212,28816.736041898734,13654.708215297453,13138.691862481142,29689.568393216752,34481.58640226629,13416.510655929826,17690.74074074074,4183.780037749672,13792.634560906516,9065.472972972973,14164.484330599375,12187.440628785527
B1B830069,76670.7466216216,164978.28040540538,164978.28040540538,34827.83108108107,164978.28040540538,24098.878378378373,72049.04391891892,31444.08445945946,69655.66216216215,31444.08445945946,10068.709459459458,28535.022662889518,44207.10764872522,14489.28611898017,12715.087818696884,74516.32861189802,70376.53257790368,74516.32861189802,84570.11898016997,23655.977337110482,22916.72804532578,27204.373937677054,24395.226628895183,20698.98016997167,7540.342776203966,15365.328219493631,2809.14730878187,2809.14730878187,146984.83333333334,213668.0,298380.9761904762,250562.38095238095,7631.0,18826.65,38605.706999999995,72448.37222727273,22896.02536363636,30165.931227272726,53646.89154545454,43118.06236363636,67936.01686363635,25319.32731818182,21893.279727272722,27742.62927272727,20556.285545454542,22812.463227272725,18383.67,14372.687454545454,14456.249590909089,645441.9954545454,48526.44545454546,45103.41818181818,42989.19545454545,139639.37727272726,16410.39545454545,16108.363636363636,26578.8,201253.86818181814,20739.51818181818,28390.990909090902,32921.46818181818,201253.86818181814,47721.027272727275,372505.90909090906,171151.36363636362,28327.564227272724,18383.67,16294.616590909092,17882.29718181818,19720.66418181818,19302.853499999997,17046.67581818182,62579.40577617328,55536.471480144406,144013.3335740072,191333.04837545124,110265.94007220217,101609.0,112466.85703971119,62580.63754512635,55537.56462093863,144016.16823104693,191336.8144404332,110268.11046931407,101610.99999999999,112469.07075812276,25677.870036101085,16140.375451263539,15625.38095238095,333502.96296296304,45639.31418918919,88470.12896622314,164978.28040540538,217137.4966216216,15570.037437499475,33259.75337837837,66271.91554054053,56120.67567567567,62640.5777027027,36065.78716216216,48610.40878378377,29050.7027027027,44071.23648648648,272350.3378378378,,,609947.4555956678,,68747.8277027027,137000.47297297296,38376.63851351351,55873.08445945945,38211.5777027027,60412.25675675675,164978.28040540538,173066.26013513512,164978.28040540538,164978.28040540538,164978.28040540538,519116.24999999994,26327.199324324323,175872.29391891888,62310.45608108107,57688.75337837838,619473.2229729729,280685.9087837837,164978.28040540538,220933.89527027024,164978.28040540538,63713.472972972966,101759.98986486485,17001.263513513513,58183.935810810806,60412.25675675675,27526.57142857143,149102.2619047619,197273.76190476192,89814.2619047619,583665.0899308225,1121.966987620358,1766.0591471801927,7105.790921595599,28049.174690508942,6877.242090784045,4664.47386519945,84095.5811554333,126740.7152682256,1454905.0,145513.0,1353311.8421052631,130527.9214092141,3588361.315789473,2846503.8157894737,39631.5894308943,677035.0,51856.25880758808,1195614.9999999998,1343794.0,141046.0,1249959.504950495,126520.9376693767,3314318.3960396037,2629116.504950495,38414.96747967479,625329.8811881187,50264.360433604335,1104305.9603960395,1262198.624,186937.0,132849.89466666666,149300.3506666667,3195625.7026666673,256680.23765432098,256680.23765432098,911927.487654321,256680.23765432098,256680.23765432098,152869.2959501558,814212.9345794395,256680.23765432098,171467.031152648,3926.413636363636,8872.828126320535,8943.54452488943,14682.662310129384,8456.89090909091,10079.630876519026,6443.345454545454,27647.68581081081,24098.878378378373,25997.0777027027,5682.773710837472,9995.9709271206,27545.94008325028,14637.13597733711,14083.993324736142,31825.670884209158,36962.464589235125,14381.800600633285,17645.238095238095,4089.0717525424716,14784.985835694051,8665.692567567567,15183.58942035639,11911.553370707381
B1B830070,76027.35135135135,163593.8378378378,163593.8378378378,34535.56756756756,163593.8378378378,23896.648648648646,71444.43243243243,31180.21621621621,69071.13513513512,31180.21621621621,9984.216216216215,25978.456090651558,40246.41643059491,13191.133144475922,11575.892351274788,67840.11331444759,64071.21813031161,67840.11331444759,76993.14447592068,21536.543909348446,20863.526912181307,24767.025495750713,22209.56090651558,18844.475920679884,6864.773371104816,13988.68713665651,2557.4645892351277,2557.4645892351277,146183.78703703705,213371.0,296754.84259259264,249196.85185185185,7792.0,18078.649999999998,37071.86699999999,69569.93222727273,21986.34536363636,28967.411227272725,51515.45154545454,41404.942363636364,65236.856863636356,24313.367318181816,21023.439727272726,26640.38927272727,19739.56554545454,21906.103227272724,17653.27,13801.647454545453,13881.88959090909,619797.9954545455,46598.44545454545,43311.41818181818,41281.19545454545,134091.37727272726,15758.395454545454,15468.363636363636,25522.8,193257.86818181814,19915.51818181818,27262.990909090906,31613.46818181818,193257.86818181814,45825.02727272727,357705.90909090906,164351.36363636362,27202.084227272724,17653.27,15647.216590909089,17171.81718181818,18937.14418181818,18535.933499999996,16369.395818181816,61132.69314079422,54252.57761732853,140684.02888086642,186909.80505415163,107716.80866425994,99260.0,109866.84476534296,61132.69314079422,54252.57761732853,140684.02888086642,186909.80505415163,107716.80866425994,99260.0,109866.84476534296,25083.75451263538,15766.93140794224,15955.047619047618,333039.3915343916,45256.32432432433,86853.43295803481,163593.8378378378,215315.3513513513,15439.378889270427,32980.64864864865,65715.78378378377,55649.72972972973,62114.91891891891,35763.13513513513,48202.48648648648,28806.918918918916,43701.40540540541,270064.86486486485,,,595846.6714801445,,68170.91891891892,135850.8108108108,38054.59459459459,55404.21621621621,37890.91891891891,59905.2972972973,163593.8378378378,171613.94594594592,163593.8378378378,163593.8378378378,163593.8378378378,514759.99999999994,26106.270270270266,174396.4324324324,61787.56756756757,57204.64864864865,614274.8108108108,278330.48648648645,163593.8378378378,219079.89189189186,163593.8378378378,63178.810810810806,100906.05405405405,16858.594594594593,57695.67567567567,59905.2972972973,27376.55555555556,148289.67592592593,196198.64814814818,89324.78703703704,582004.2659492699,1318.283356258597,2075.075653370014,5944.481430536452,23008.927097661628,8080.58872077029,5480.64099037139,98810.22008253097,148917.1939477304,1349638.0,135820.0,1255395.429911412,121833.11653116532,3328731.9718603436,2640550.2193850963,36991.626016260154,628049.3663366336,48401.97831978319,1109108.4554455443,1384418.0,145856.0,1287746.8108389785,130835.59891598916,3414512.9723814484,2708596.8634705576,39725.0081300813,644234.1188118812,51978.493224932245,1137690.0396039602,1271968.768,188384.0,148446.592,150456.02133333337,3220361.6853333334,243707.61989553654,243707.61989553654,865838.6775878442,243707.61989553654,243707.61989553654,153314.36760124614,816583.4766355142,243707.61989553654,171966.24922118383,3770.413636363636,8520.302560779784,8588.209332244043,13367.183990837457,8120.890909090908,9176.55651544905,6187.345454545454,27415.675675675673,23896.648648648646,25778.918918918916,5173.631332422113,9598.821872270895,27314.783764241467,13325.736543909348,12822.152149313824,28974.282003855034,33650.84985835694,13093.27768272481,17549.074074074077,3926.6091970213474,13460.339943342777,8592.972972972973,13823.231041908257,11438.29647575851
B1B830071,79068.57094594593,170137.86148648645,170137.86148648645,35917.04729729729,170137.86148648645,24852.55405405405,74302.32770270269,32427.476351351346,71834.09459459459,32427.476351351346,10383.60135135135,30173.609065155808,46745.64305949009,15321.314447592069,35801.84702549575,78795.33144475921,74417.81303116148,78795.33144475921,89426.447592068,25014.390934844196,24232.691218130312,28766.549575070825,25796.090651558072,21887.59206798867,7973.337110481587,16247.662121389023,2970.458923512748,2970.458923512748,147277.92592592593,210061.0,298975.9576719577,251062.01058201055,7591.0,18783.3,38516.814,72281.55354545453,22843.30527272727,30096.471545454544,53523.3649090909,43018.77927272727,67779.58827272727,25261.02736363636,21842.868545454545,27678.74945454545,20508.952909090905,22759.93554545454,18341.34,14339.59309090909,14422.962818181817,643955.8090909091,48414.709090909084,44999.56363636364,42890.209090909084,139317.84545454546,16372.609090909089,16071.272727272728,26517.6,200790.4636363636,20691.763636363637,28325.618181818176,32845.663636363635,200790.4636363636,47611.145454545454,371648.18181818177,170757.2727272727,28262.337545454542,18341.34,16257.096818181815,17841.121636363638,19675.255636363636,19258.407,17007.42436363636,63484.755956678695,56339.92996389892,146096.80649819493,194101.1061371841,111861.18194945848,103079.0,114093.94007220217,63484.755956678695,56339.92996389892,146096.80649819493,194101.1061371841,111861.18194945848,103079.0,114093.94007220217,26048.84476534296,16373.559566787006,15543.476190476189,327872.98941798945,47066.65202702703,89106.75537359263,170137.86148648645,223928.32094594592,16056.97953919212,34299.92905405405,68344.52364864864,57875.8108108108,64599.61824324324,37193.71959459459,50130.66554054053,29959.243243243243,45449.53378378378,280867.9054054054,,,618771.7010830325,,70897.86824324324,141285.06756756757,39576.84121621622,57620.47635135134,39406.61824324324,62301.608108108114,170137.86148648645,178478.78716216216,170137.86148648645,170137.86148648645,170137.86148648645,535351.25,27150.564189189186,181372.5777027027,64259.172297297286,59492.92905405405,638846.8175675675,289464.16554054053,170137.86148648645,227843.4493243243,170137.86148648645,65706.06756756756,104942.46283783784,17532.966216216217,60003.597972972966,62301.608108108114,27581.460317460318,149399.57671957673,197667.13227513226,89993.35449735449,601565.9907763259,1388.1788170563962,2185.0962861072903,6259.658184319121,24228.861760660253,8509.022008253096,5771.224896836314,104049.14374140305,156812.79229711145,1361776.0,136936.0,1266685.8572173007,122834.18970189703,3358668.9984366857,2664298.067743616,37295.577235772354,633697.7425742573,48799.68563685637,1119083.2475247523,1373860.0,150444.0,1277926.0552371028,134951.1219512195,3388472.840020844,2687940.2657634183,40974.58536585365,639320.9900990098,53613.51219512195,1129013.6633663366,1277660.704,189227.0,149110.87600000002,151129.29733333332,3234772.4893333334,326258.44159544155,326258.44159544155,1159123.287749288,326258.44159544155,326258.44159544155,152771.42679127728,813691.663551402,326258.44159544155,171357.25545171343,3917.3727272727274,8852.397667408515,8922.951235315662,15525.795013918501,8437.41818181818,10658.440512987525,6428.509090909091,28512.34797297297,24852.55405405405,26810.11824324324,6009.099568004031,9972.954334169082,28407.42021848313,15477.654390934846,14892.748244056222,33653.21846214357,39084.98583569405,15207.656713758115,17680.42328042328,4079.6563089838614,15633.99433427762,8936.70608108108,16055.487209109395,11884.12598247739
