ACSN,W15LH,W1LH,W15RH,W1RH,WCT4,WCT10,WSAFLH,WSAFRH,FIF6,AIF9,AIF12,AIF51,HS1LLH,HS1ULH,HS1LRH,HS1URH,VS2LH,AF1LH,NAC6LH,NAC4LH,NAC6RH,NAC4RH,AF1RH,VS2RH,MLG1LH,MLG2LH,MLG3LH
B1B860123,19644.0,9985.0,19699.0,9985.0,89302.90890481065,41887.04054054054,102298.0,102298.0,24416.41359773371,146929.74074074073,200541.0,585420.0,1314083.0,122910.0,1400319.0,121054.0,189778.0,216772.26134800553,142481.18380062308,559325.8995726496,142481.18380062308,559325.8995726496,215261.62310866578,189645.0,,,
B1B860124,21834.0,9746.0,21872.0,9746.0,81557.98567041966,38073.625,107306.0,107306.0,24192.2492917847,134247.42592592593,169237.0,457323.83704842435,1109346.0,75956.0,1108395.0,74944.0,148120.0,189465.7015130674,126733.57009345795,511817.10256410256,126733.57009345795,511817.10256410256,182835.6781292985,148070.0,,,
B1B860125,23843.0,11179.0,23843.0,11179.0,83920.90276356193,39084.92567567567,109168.0,109168.0,23412.594900849857,136205.41666666666,172349.0,459224.9896233667,1097513.0,95764.0,1132441.0,99447.0,147101.0,196047.27372764787,131482.55451713398,502364.1944444445,131482.55451713398,502364.1944444445,192458.42640990374,146795.0,,,
B1B860126,22783.0,8736.0,22784.0,8736.0,87954.2661207779,38153.34797297297,106162.0,106169.0,20987.246458923513,144642.2962962963,194984.0,587959.301691007,1404921.0,125900.0,1403537.0,117567.0,185704.0,217762.91471801928,119204.63551401871,628813.1474358975,119202.30529595017,628813.1474358975,218986.30674002753,185480.0,,,
B1B860127,22634.0,12764.0,22635.0,12764.0,84761.36131013307,43689.66554054054,107668.0,107668.0,25830.83569405099,135320.62962962964,168206.0,455949.36202920834,1095395.0,85475.0,910368.0,67496.0,147903.0,190776.47867950483,138160.95950155763,445437.64743589744,138160.95950155763,445437.64743589744,189215.65887207704,148110.0,,,
B1B860128,22801.0,7160.0,0.0,3239.0,91176.48925281475,37692.72635135135,105966.0,105966.0,28459.57223796034,147110.44444444444,213674.0,602625.4819369717,222175.0,23771.0,1428005.0,139629.0,188245.0,232441.02338376894,154554.04361370718,708605.4252136752,0.0,0.0,230160.35763411282,188245.0,,,
B1B860129,23431.0,10652.0,23447.0,10652.0,91804.73899692939,38463.38175675675,97089.0,97089.0,29503.303116147308,183307.37962962964,370226.0,1148530.3478093776,3813474.0,155656.0,3865430.0,136145.0,468475.0,315043.3452544705,143049.7570093458,956535.858974359,143049.7570093458,956535.858974359,324436.81568088033,474940.0,,,
B1B860130,23000.0,9490.0,23000.0,9490.0,89039.04401228251,39843.770270270266,106568.0,106568.0,26515.356940509915,147494.99074074073,207332.0,603948.8232129132,0.0,0.0,0.0,0.0,188994.0,216816.386519945,147579.70093457945,629527.4123931624,147577.37071651092,629527.4123931624,220463.20220082533,188345.0,,,
B1B860131,22573.0,8010.0,22573.0,8010.0,88385.66427840329,36777.38851351351,103727.0,103727.0,28821.515580736545,147151.21296296298,211695.0,600516.7263643352,1459337.0,142122.0,1367006.0,138359.0,188306.0,226655.43466299865,0.0,0.0,0.0,0.0,223163.48968363137,188306.0,,,
B1B860132,20997.0,9003.0,21009.0,9003.0,88743.76663254862,41237.44594594595,97612.0,97612.0,24835.764872521246,145403.67592592593,196407.0,583165.0019215988,1399116.0,80370.0,1309752.0,119642.0,188550.0,216885.6024759285,135210.90342679128,490307.73504273506,135210.90342679128,490307.73504273506,205342.9766162311,187948.0,,,
B1B860133,20471.0,9954.0,20484.0,9954.0,90150.34800409418,43401.77702702703,107515.0,107515.0,23576.070821529745,148221.11111111112,200977.0,588237.4692544197,0.0,0.0,0.0,0.0,188860.0,221641.60385144432,129387.68847352026,600884.6474358975,129385.35825545173,576706.9636752137,213667.06052269603,188064.0,,,
B1B860134,19982.0,10781.0,19985.0,10781.0,94290.51381780962,41231.54054054054,94548.0,94548.0,29610.464589235125,179705.42592592593,361163.0,1139641.257878555,44.0,44.0,44.0,44.0,465430.0,307773.07427785423,137755.5015576324,824596.6880341881,137755.5015576324,824596.6880341881,309361.5804676754,469302.0,,,
B1B860135,23110.0,10933.0,23111.0,10933.0,81458.86182190379,39256.18243243243,106323.0,106323.0,23820.464589235125,131952.2685185185,168529.0,454470.5741737126,1098042.0,100673.0,1069377.0,92854.0,147334.0,192598.5887207703,126915.32710280376,456097.0341880342,126915.32710280376,456097.0341880342,190429.53370013757,148115.0,,,
B1B860136,20733.0,8243.0,20764.0,8243.0,81870.01637666326,37512.61148648649,106150.0,106150.0,21260.070821529745,130388.74074074074,165638.0,452926.33512682555,1107203.0,78193.0,1031044.0,91228.0,143872.0,183160.9931224209,125428.6479750779,479212.5726495727,125428.6479750779,479212.5726495727,188896.40027510317,143895.0,,,
B1B860137,20933.0,11920.0,20956.0,11920.0,94217.21801432958,41941.66554054054,98090.0,98092.0,35116.158640226626,181627.05555555556,359973.0,1145036.8904688703,4014915.0,143756.0,3612376.0,141622.0,464484.0,313672.0041265475,138419.61370716512,912307.8696581197,138419.61370716512,912307.8696581197,307220.21182943607,470484.0,,,
B1B860138,21916.0,10962.0,21935.0,10962.0,96208.76970317299,41771.88513513513,94500.0,94500.0,33425.084985835696,180645.30555555556,369533.0,1138798.5737893928,3847926.0,156077.0,3456971.0,150161.0,464370.0,310230.24071526824,154404.90965732088,803957.9465811966,154404.90965732088,803957.9465811966,309384.9408528198,468236.0,,,
B1B860139,22314.0,11626.0,22316.0,11626.0,98580.06345957013,42945.58445945946,97388.0,97388.0,29805.651558073652,182678.22222222222,373214.0,1146283.5311299001,3707321.0,127662.0,4028558.0,138372.0,471732.0,320352.2090784044,143348.0249221184,911710.1816239316,143348.0249221184,911710.1816239316,320871.32874828065,472863.0,,,
B1B860140,22271.0,10824.0,22273.0,10824.0,81708.06755373593,38572.63175675675,110787.0,110787.0,25077.42492917847,134040.27777777778,167843.0,459085.9058416603,1107524.0,87893.0,1066996.0,77492.0,148465.0,191569.86657496562,125377.38317757011,549856.3376068376,125377.38317757011,549856.3376068376,189575.5818431912,149570.0,,,
